gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
334,0.00772611756,0.2036024235,0.006095596282,0.1109454352,3.866203005
335,0.00772611756,0.1467515596,0.006095596282,0.1108452985,3.850261806
336,0.00772611756,0.1788408113,0.006095596282,0.1107452521,3.830077891
337,0.00772611756,0.1904640603,0.006095596282,0.110645296,3.823710294
338,0.00772611756,0.1507589915,0.006095596282,0.1105454301,3.808188198
339,0.00772611756,0.1770668696,0.006095596282,0.1104456543,3.818969852
340,0.00772611756,0.1761059096,0.006095596282,0.1103459687,3.826278755
341,0.00772611756,0.1939700976,0.006095596282,0.1102463729,3.843999932
342,0.00772611756,0.2123424499,0.006095596282,0.1101468671,3.882029751
343,0.00772611756,0.1919377298,0.006095596282,0.1100474511,3.899513528
344,0.00772611756,0.1842891856,0.006095596282,0.1099481248,3.860321614
345,0.00772611756,0.2135450303,0.006095596282,0.1098488882,3.866045663
346,0.00772611756,0.1827606244,0.006095596282,0.1097497411,3.873876188
347,0.00772611756,0.1480917728,0.006095596282,0.1096506836,3.866474461
348,0.00772611756,0.2090268931,0.006095596282,0.1095517154,3.851203406
349,0.00772611756,0.1723346071,0.006095596282,0.1094528366,3.838988695
350,0.00772611756,0.161193111,0.006095596282,0.109354047,3.82968201
351,0.00772611756,0.1849956481,0.006095596282,0.1092553465,3.884275174
352,0.00772611756,0.1966499465,0.006095596282,0.1091567352,3.863938711
353,0.00772611756,0.1709289987,0.006095596282,0.1090582129,3.850791596
354,0.00772611756,0.1626510129,0.006095596282,0.1089597794,3.85238135
355,0.00772611756,0.1634185855,0.006095596282,0.1088614349,3.826152668
356,0.00772611756,0.1311206903,0.006095596282,0.1087631791,3.812593169
357,0.00772611756,0.1814382499,0.006095596282,0.1086650119,3.850214951
358,0.00772611756,0.1884004697,0.006095596282,0.1085669334,3.852196155
359,0.00772611756,0.1307361138,0.006095596282,0.1084689434,3.832139666
360,0.00772611756,0.1665621566,0.006095596282,0.1083710419,3.828746672
361,0.00772611756,0.2101220493,0.006095596282,0.1082732287,3.828225595
362,0.00772611756,0.1906076695,0.006095596282,0.1081755038,3.872259111
363,0.00772611756,0.1242842416,0.006095596282,0.1080778671,3.852570381
364,0.00772611756,0.161932549,0.006095596282,0.1079803185,3.854001443
365,0.00772611756,0.1968223629,0.006095596282,0.107882858,3.820350334
366,0.00772611756,0.2713932833,0.006095596282,0.1077854854,3.803562712
367,0.00772611756,0.1807565875,0.006095596282,0.1076882007,3.778345117
368,0.00772611756,0.1571116805,0.006095596282,0.1075910038,3.784483453
369,0.00772611756,0.1557847632,0.006095596282,0.1074938947,3.801175984
370,0.00772611756,0.1650508516,0.006095596282,0.1073968732,3.79738763
371,0.00772611756,0.1204028592,0.006095596282,0.1072999393,3.787536099
372,0.00772611756,0.1673221893,0.006095596282,0.1072030928,3.805288213
373,0.00772611756,0.1791420028,0.006095596282,0.1071063338,3.816290453
374,0.00772611756,0.1837654414,0.006095596282,0.1070096621,3.827410648
375,0.00772611756,0.1726377215,0.006095596282,0.1069130777,3.810458887
376,0.00772611756,0.1632502764,0.006095596282,0.1068165804,3.80243002
377,0.00772611756,0.1545084633,0.006095596282,0.1067201702,3.773819181
378,0.00772611756,0.1640716197,0.006095596282,0.1066238471,3.787526408
379,0.00772611756,0.1883378426,0.006095596282,0.1065276108,3.792890209
380,0.00772611756,0.1759852701,0.006095596282,0.1064314615,3.780042326
381,0.00772611756,0.1113475869,0.006095596282,0.1063353989,3.77364869
382,0.00772611756,0.1784216354,0.006095596282,0.1062394231,3.827377852
